Agency,City,State,NTD ID,Organization Type,Reporter Type,Report Year,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Mode Name,TOS,Mode VOMS,Fare Revenues per Unlinked Passenger Trip,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,Cost per Hour,Cost per Hour Questionable,Passengers per Vehicle Revenue Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable
City of Douglas,Douglas,AZ,91052,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,MB,Bus,DO,5,0.59,,0.04,,49.39,,3,,15.81,,0.00,,20510,,549839,,34787,,11133,,0,,208163,
City of Long Beach,Long Beach,NY,20006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,63217,"New York--Jersey City--Newark, NY--NJ",19426449,7,MB,Bus,DO,5,2.26,,0.07,,122.69,,4,,34.03,,11.36,,198350,,2983829,,87685,,24320,,262714,,223917,
"City of Compton  , dba: Compton Renaissance Transit Service",Compton,CA,90260,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,7,MB,Bus,PT,5,0.53,,0.02,,98.55,,3,,28.75,,0.00,,30867,,1673305,,58198,,16980,,0,,185493,
"City of Lake Charles, dba: Lake Charles Transit System",Lake Charles,LA,60023,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,46531,"Lake Charles, LA",162501,7,MB,Bus,DO,5,0.47,,0.01,,228.90,,6,,36.66,,0.00,,37239,,2918501,,79615,,12750,,0,,143459,
Sedgwick County Transportation - Dept. on Aging,Wichita,KS,70054,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,95077,"Wichita, KS",500231,7,DR,Demand Response,DO,5,2.70,,0.03,,111.14,,1,,80.41,,0.00,,7444,,221285,,2752,,1991,,0,,61505,
Municipality of Juncos,Juncos,PR,40165,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,79093,"San Juan, PR",1844410,7,MB,Bus,DO,5,0.00,,0.00,,33.71,,5,,6.68,,0.00,,0,,212366,,31783,,6300,,0,,54900,
City of West Hollywood,West Hollywood,CA,90294,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,7,MB,Bus,PT,4,0.00,,0.00,,75.60,,3,,22.12,,0.00,,0,,1125106,,50857,,14883,,0,,114445,
Confederated Tribes of the Umatilla Indian Reservation,Pendleton,OR,00119,Tribe,Reduced Reporter,2022,41,Oregon Non-UZA,1553447,7,CB,Commuter Bus,DO,4,0.00,,0.00,,166.34,,4,,40.75,,0.00,,0,,1511562,,37090,,9087,,0,,319000,
"City of Joplin, dba: Metro Area Publictransit System",Joplin,MO,70040,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,43399,"Joplin, MO",86679,7,DR,Demand Response,DO,4,2.72,,0.10,,76.14,,3,,28.35,,0.00,,75957,,792796,,27969,,10413,,0,,138704,
"City of Winchester, dba: WinTran",Winchester,VA,30099,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,96103,"Winchester, VA",83377,7,MB,Bus,DO,4,0.00,,0.00,,89.12,,11,,8.49,,0.00,,0,,1052463,,124011,,11809,,0,,139030,
Klamath Tribes,Chiloquin,OR,00010,Tribe,Reduced Reporter,2022,41,Oregon Non-UZA,1553447,7,DR,Demand Response,DO,4,0.00,,0.00,,93.39,,1,,142.32,,0.00,,0,,271114,,1905,,2903,,0,,74775,
Basin Transit Association,Roosevelt,UT,80260,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,MB,Bus,DO,4,0.00,,0.00,,80.03,,2,,36.30,,0.00,,0,,784891,,21625,,9807,,0,,252113,
City of Rosemead,Rosemead,CA,90289,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,7,MB,Bus,PT,4,0.25,,0.01,,88.32,,4,,24.35,,0.00,,7944,,768338,,31549,,8699,,0,,104818,
Farmville Area Bus,Farmville,VA,30165,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,MB,Bus,DO,4,0.08,,0.01,,62.37,,7,,9.02,,0.00,,6078,,648632,,71935,,10399,,0,,151180,
Wahkiakum County Health & Human Services,Cathlamet,WA,00371,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,MB,Bus,DO,4,0.21,,0.00,,81.25,,1,,57.75,,0.00,,1805,,490014,,8485,,6031,,0,,137365,
"City of Bristol Tennessee, dba: Bristol Tennessee Transit System",Bristol,TN,40055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,10351,"Bristol, TN--VA",70638,7,DR,Demand Response,DO,4,0.08,,0.00,,39.10,,1,,43.36,,0.00,,466,,243187,,5609,,6220,,0,,78068,
"City of Pine Bluff, dba: Pine Bluff Transit",Pine Bluff,AR,60034,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,5,Arkansas Non-UZA,1787552,7,MB,Bus,DO,4,0.73,,0.03,,115.77,,4,,26.54,,0.00,,25647,,937884,,35332,,8101,,0,,152946,
Lower Savannah COG,Aiken,SC,40156,"MPO, COG or Other Planning Agency",Reduced Reporter,2022,4222,"Augusta-Richmond County, GA--SC",431480,7,DR,Demand Response,PT,4,1.21,,0.04,,54.40,,2,,29.62,,0.00,,10761,,263474,,8895,,4843,,0,,63894,
Wahkiakum County Health & Human Services,Cathlamet,WA,00371,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,DR,Demand Response,DO,3,42.09,,1.00,,59.15,,1,,42.09,,0.00,,84939,,84939,,2018,,1436,,0,,31969,
"City of Pine Bluff, dba: Pine Bluff Transit",Pine Bluff,AR,60034,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,5,Arkansas Non-UZA,1787552,7,DR,Demand Response,DO,3,1.65,,0.15,,20.32,,2,,11.03,,0.00,,15221,,101867,,9239,,5013,,0,,60628,
City of West Hollywood,West Hollywood,CA,90294,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,7,DR,Demand Response,PT,3,0.00,,0.00,,170.21,,2,,110.95,,0.00,,0,,456673,,4116,,2683,,0,,15897,
"City of Winchester, dba: WinTran",Winchester,VA,30099,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,96103,"Winchester, VA",83377,7,DR,Demand Response,DO,3,0.00,,0.00,,56.02,,2,,30.17,,0.00,,0,,308140,,10212,,5501,,0,,46207,
Klamath Tribes,Chiloquin,OR,00010,Tribe,Reduced Reporter,2022,41,Oregon Non-UZA,1553447,7,CB,Commuter Bus,DO,3,0.00,,0.00,,143.79,,2,,80.50,,0.00,,0,,530171,,6586,,3687,,0,,86203,
Basin Transit Association,Roosevelt,UT,80260,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,DR,Demand Response,DO,3,0.71,,0.02,,114.94,,3,,42.92,,0.00,,1480,,90000,,2097,,783,,0,,17943,
"City of Bristol Tennessee, dba: Bristol Tennessee Transit System",Bristol,TN,40055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,10351,"Bristol, TN--VA",70638,7,MB,Bus,DO,3,0.38,,0.02,,58.02,,4,,15.78,,0.00,,9910,,414530,,26269,,7144,,0,,94622,
City of Rosemead,Rosemead,CA,90289,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,7,DR,Demand Response,PT,3,0.52,,0.01,,59.65,,1,,64.43,,0.00,,2818,,346428,,5377,,5808,,0,,30491,
Farmville Area Bus,Farmville,VA,30165,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,DR,Demand Response,DO,3,0.50,,0.05,,37.70,,4,,9.43,,0.00,,2873,,54211,,5746,,1438,,0,,22879,
Lower Savannah COG,Aiken,SC,40156,"MPO, COG or Other Planning Agency",Reduced Reporter,2022,4222,"Augusta-Richmond County, GA--SC",431480,7,MB,Bus,PT,3,1.04,,0.05,,61.18,,3,,22.71,,0.00,,21827,,475842,,20956,,7778,,0,,138244,
Confederated Tribes of the Umatilla Indian Reservation,Pendleton,OR,00119,Tribe,Reduced Reporter,2022,41,Oregon Non-UZA,1553447,7,MB,Bus,DO,3,0.00,,0.00,,137.63,,3,,40.99,,0.00,,0,,847939,,20685,,6161,,0,,107729,
"City of Joplin, dba: Metro Area Publictransit System",Joplin,MO,70040,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,43399,"Joplin, MO",86679,7,MB,Bus,DO,3,1.05,,0.15,,53.44,,8,,7.06,,0.00,,57662,,388930,,55121,,7278,,0,,87711,
"Tri-County CAP, Inc./North Country Transit",Berlin,NH,10172,Private-Non-Profit Corporation,Rural Reporter,2022,33,New Hampshire Non-UZA,768345,7,MB,Bus,DO,2,1.32,,0.09,,45.88,,3,,15.22,,0.00,,14880,,171960,,11300,,3748,,0,,73747,
Municipality of Juncos,Juncos,PR,40165,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,79093,"San Juan, PR",1844410,7,DR,Demand Response,DO,2,0.00,,0.00,,40.13,,2,,26.19,,0.00,,0,,102343,,3908,,2550,,0,,16860,
"Coeur d'Alene Tribe, dba: Citylink Transit",Plummer,ID,00053,Tribe,Reduced Reporter,2022,18451,"Coeur d'Alene, ID",121831,7,DR,Demand Response,DO,2,0.00,,0.00,,110.76,,3,,42.10,,0.00,,0,,205896,,4891,,1859,,0,,62053,
"City Of Burlington, dba: Link Transit",Burlington,NC,40252,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,11728,"Burlington, NC",145311,7,DR,Demand Response,PT,2,0.00,,0.00,,75.67,,1,,53.51,,0.00,,0,,323790,,6051,,4279,,0,,44932,
"City of Sierra Vista, dba: Vista Transit",Sierra Vista,AZ,90239,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,81901,"Sierra Vista, AZ",54274,7,DR,Demand Response,DO,2,2.55,,0.06,,206.83,,5,,42.07,,0.00,,11372,,187805,,4464,,908,,0,,15336,
City of Roswell,Roswell,NM,60167,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,DR,Demand Response,DO,2,0.94,,0.04,,30.00,,1,,21.80,,0.00,,4290,,99034,,4543,,3301,,0,,39895,
"City of Marion , dba: Marion Transit System",Marion,IN,50485,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,DR,Demand Response,DO,2,0.00,,0.00,,89.18,,3,,27.93,,0.00,,0,,202804,,7260,,2274,,0,,26142,
"Autonomous Municipality of Vega Alta, dba: Municipio Autonomo de Vega Alta",Vega Alta,PR,40199,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,79093,"San Juan, PR",1844410,7,DR,Demand Response,DO,2,0.00,,0.00,,68.96,,1,,124.89,,0.00,,0,,42962,,344,,623,,0,,5719,
Sedgwick County Transportation - Dept. on Aging,Wichita,KS,70054,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,95077,"Wichita, KS",500231,7,DR,Demand Response,TX,2,2.62,,0.07,,105.74,,3,,37.04,,0.00,,516,,7296,,197,,69,,0,,3227,
City of Douglas,Douglas,AZ,91052,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,DR,Demand Response,DO,2,0.00,,0.00,,29.46,,2,,15.83,,0.00,,0,,43155,,2727,,1465,,0,,12371,
City of Long Beach,Long Beach,NY,20006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,63217,"New York--Jersey City--Newark, NY--NJ",19426449,7,DR,Demand Response,DO,2,1.00,,0.00,,248.92,,1,,214.75,,97.82,,3948,,847822,,3948,,3406,,8667,,8614,
"City of Compton  , dba: Compton Renaissance Transit Service",Compton,CA,90260,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,7,DR,Demand Response,DO,2,1.08,,0.00,,4004.34,,4,,1137.60,,0.00,,190,,200217,,176,,50,,0,,224,
"City of Lake Charles, dba: Lake Charles Transit System",Lake Charles,LA,60023,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,46531,"Lake Charles, LA",162501,7,DR,Demand Response,DO,2,1.00,,0.00,,207.70,,1,,267.99,,0.00,,2484,,665693,,2484,,3205,,0,,22564,
City of Cottage Grove,Cottage Grove,OR,00290,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,CB,Commuter Bus,DO,1,0.00,,0.00,,414.75,,0,,4470.11,,0.00,,0,,40231,,9,,97,,0,,3647,
Big Rapids Dial-A-Ride,Big Rapids,MI,50437,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,MB,Bus,DO,1,0.00,,0.00,,59.92,,11,,5.37,,0.00,,0,,98148,,18262,,1638,,0,,22202,
City of Manitowoc,Manitowoc,WI,50461,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,DR,Demand Response,PT,1,0.70,,0.01,,57.32,,1,,50.87,,0.00,,5128,,375303,,7377,,6547,,0,,63071,
Municipality of San Sebastian,San Sebastian,PR,40183,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,631,"Aguadilla--Isabela--San Sebastián, PR",232573,7,MB,Bus,DO,1,0.00,,0.00,,23.12,,1,,16.19,,0.00,,0,,14798,,914,,640,,0,,4007,
Schuyler County,Watkins Glen,NY,20945,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,DR,Demand Response,PT,1,4.00,,0.14,,62.39,,2,,29.63,,0.00,,2636,,19527,,659,,313,,0,,4954,
"City of Cripple Creek, dba: Cripple Creek Transit",Cripple Creek,CO,80275,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,MB,Bus,DO,1,0.00,,0.00,,172.92,,5,,34.38,,0.00,,0,,63635,,1851,,368,,0,,5794,
Cherokee County,Murphy,NC,41069,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,7,MB,Bus,DO,1,0.54,,0.02,,59.69,,3,,22.48,,0.00,,2281,,94912,,4222,,1590,,0,,16029,
"City of Peoria , dba: Peoria Transit",Peoria,AZ,90140,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,69184,"Phoenix--Mesa--Scottsdale, AZ",3976313,6,DR,Demand Response,DO,6,0.98,,0.02,,188.10,,3,,61.34,,14.35,,22387,,1407549,,22946,,7483,,98109,,88518,
County of Burlington,Mount Holly,NJ,20208,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,69076,"Philadelphia, PA--NJ--DE--MD",5696125,6,MB,Bus,PT,6,1.23,,0.04,,98.17,,3,,30.86,,0.00,,54823,,1380806,,44741,,14065,,0,,294664,
Haralson County Transit,Buchanan,GA,41085,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,1.65,,0.03,,52.60,,1,,47.29,,0.00,,7850,,225551,,4770,,4288,,0,,67266,
"Ponca Tribe of Oklahoma, dba: The Ponca Tribe of Indians of Oklahoma",Ponca City,OK,66146,Tribe,Reduced Reporter,2022,40,Oklahoma Non-UZA,1994607,6,DR,Demand Response,DO,6,0.00,,0.00,,105.14,,2,,44.73,,0.00,,0,,316890,,7085,,3014,,0,,97390,
City of Waupaca,Waupaca,WI,50336,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,DR,Demand Response,PT,6,4.52,,0.44,,32.15,,3,,10.37,,0.00,,206127,,473441,,45634,,14724,,0,,162022,
Colonial Williamsburg Foundation,Williamsburg,VA,30204,Private-Non-Profit Corporation,Reduced Reporter,2022,95411,"Williamsburg, VA",89585,6,MB,Bus,DO,6,0.04,,0.02,,92.36,,59,,1.56,,0.00,,32390,,1320602,,846468,,14299,,0,,115129,
Ohkay Owingeh Pueblo,Ohkay Owingeh,NM,66188,Tribe,Reduced Reporter,2022,35,New Mexico Non-UZA,978126,6,DR,Demand Response,DO,6,0.00,,0.00,,44.25,,1,,32.57,,0.00,,0,,216998,,6663,,4904,,0,,30430,
Jefferson Davis Council on Aging,Jennings,LA,60163,Area Agency on Aging,Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,0.69,,0.01,,62.71,,1,,91.13,,0.00,,2139,,281766,,3092,,4493,,0,,67351,
Allegany County,Belmont,NY,20951,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,MB,Bus,PT,6,1.31,,0.04,,77.82,,3,,29.82,,0.00,,49678,,1132724,,37983,,14556,,0,,422631,
West Central Indiana Economic Development District,Terre Haute,IN,50493,"MPO, COG or Other Planning Agency",Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,2.24,,0.02,,192.01,,2,,110.66,,0.00,,6574,,324886,,2936,,1692,,0,,25104,
Colusa County Transit Agency,Colusa,CA,91112,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,1.53,,0.04,,130.17,,4,,34.83,,0.00,,49853,,1136508,,32626,,8731,,0,,149014,
Desoto Council on Aging,Mansfield,LA,60261,Area Agency on Aging,Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,1.57,,0.04,,42.32,,1,,35.69,,0.00,,10370,,235450,,6598,,5563,,0,,65530,
"Union County Council on Aging , dba: Union County Transit",Liberty,IN,50387,Private-Non-Profit Corporation,Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,2.24,,0.04,,52.76,,1,,51.81,,0.00,,20558,,476518,,9198,,9031,,0,,100573,
"Cody Council on Aging, Inc.",Cody,WY,80264,Private-Non-Profit Corporation,Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,0.49,,0.03,,33.15,,2,,17.01,,0.00,,4292,,147601,,8675,,4453,,0,,49651,
Iosco Transit Corporation,East Tawas,MI,50217,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,2.82,,0.10,,85.21,,3,,27.10,,0.00,,62051,,596193,,22000,,6997,,0,,135946,
"Mississippi County Transit System, Inc.",East Prairie,MO,70140,Private-Non-Profit Corporation,Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,0.92,,0.05,,46.46,,2,,19.63,,0.00,,15148,,324171,,16518,,6978,,0,,145102,
Avoyelles Council on Aging,Marksville,LA,60247,Area Agency on Aging,Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,3.24,,0.08,,46.48,,1,,38.86,,0.00,,23642,,283642,,7300,,6102,,0,,125578,
"City of Show Low, dba: Four Seasons Connection",Show Low,AZ,91001,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,MB,Bus,PT,6,0.26,,0.04,,56.47,,8,,7.16,,0.00,,21332,,596374,,83254,,10560,,0,,256621,
"Leprechaun Lines, Inc.",New Windsor,NY,20179,Private Provider Reporting on Behalf of a Public Entity,Reduced Reporter,2022,71803,"Poughkeepsie--Newburgh, NY",314766,6,CB,Commuter Bus,DO,6,5.12,,0.05,,131.80,,1,,100.27,,0.00,,95031,,1861960,,18570,,14127,,0,,353297,
City of South Pasadena,South Pasadena,CA,90292,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,6,DR,Demand Response,DO,6,0.42,,0.00,,144.33,,2,,93.17,,0.00,,1872,,412647,,4429,,2859,,0,,20054,
"South Big Horn Senior Citizens, Inc.",Greybull,WY,80120,Private-Non-Profit Corporation,Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,0.05,,0.00,,66.92,,5,,13.08,,0.00,,480,,123395,,9437,,1844,,0,,32837,
City of Azusa,Azusa,CA,90250,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,6,DR,Demand Response,DO,6,0.72,,0.00,,168.68,,1,,168.38,,0.00,,5403,,1258173,,7472,,7459,,0,,28615,
Western Carolina Community Action,Hendersonville,NC,40984,Private-Non-Profit Corporation,Rural Reporter,2022,3358,"Asheville, NC",280648,6,DR,Demand Response,DO,6,0.29,,0.01,,56.25,,2,,34.84,,0.00,,4937,,598018,,17167,,10632,,0,,108459,
"Town of Estes Park, dba: Estes Transit",Estes Park,CO,88281,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,MB,Bus,PT,6,0.00,,0.00,,123.10,,11,,10.93,,0.00,,0,,833762,,76269,,6773,,0,,82487,
Orleans Transit Service,Albion,NY,20934,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,6,MB,Bus,DO,6,0.90,,0.03,,115.52,,3,,34.36,,0.00,,23333,,888475,,25860,,7691,,0,,168127,
Maysville Transit System,Maysville,KY,41032,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,MB,Bus,DO,6,0.08,,0.00,,87.65,,4,,20.14,,0.00,,1345,,328145,,16294,,3744,,0,,68353,
Etowah County Commission,Gadsden,AL,40960,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,4.29,,0.05,,82.71,,1,,90.21,,0.00,,23156,,487225,,5401,,5891,,0,,107568,
Coastal Community Action Program,Aberdeen,WA,00398,Private-Non-Profit Corporation,Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,0.22,,0.01,,37.95,,1,,41.58,,0.00,,2473,,464710,,11177,,12244,,0,,248773,
Greenville Transit,Greenville,MI,50404,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,1.95,,0.14,,42.90,,3,,14.28,,0.00,,45562,,333697,,23370,,7779,,0,,58102,
Webster Parish Police Jury- OCS,Minden,LA,60194,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,1.76,,0.04,,64.82,,1,,49.70,,0.00,,13966,,394537,,7939,,6087,,0,,93913,
Oglala Sioux Tribe,Pine Ridge,SD,88122,Tribe,Reduced Reporter,2022,46,South Dakota Non-UZA,599629,6,MB,Bus,DO,6,6.57,,0.05,,110.41,,1,,126.45,,0.00,,54605,,1050565,,8308,,9515,,0,,328408,
"Montezuma County Public Transportation, dba: MoCo Public Transportation",Cortez,CO,80201,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,4.09,,0.10,,46.64,,1,,40.21,,0.00,,34682,,340773,,8474,,7307,,0,,95538,
Devils Lake Transit  (Senior Meals & Services),Devils Lake,ND,80122,Private-Non-Profit Corporation,Rural Reporter,2022,,,,6,DR,Demand Response,DO,6,1.76,,0.12,,54.50,,4,,14.93,,0.00,,39256,,333926,,22364,,6127,,0,,45363,
